ABAJO	DOWN
un_daemon_sin_registro_lo_dice_la_etiqueta_de_la_fuente	a_daemon_without_a_log_is_shown_by_the_source_label
un_delegado_real_lista_lo_que_forjamos	a_real_delegate_lists_what_we_forged
un_destino_con_una_flecha_no_simula_dos_rutas	a_destination_with_one_arrow_does_not_fake_two_paths
un_destino_de_solo_lectura_lo_dice_al_encolar	a_read_only_destination_says_so_when_queuing
un_destino_designado_a_mano_sobrevive_a_la_reconciliacion	a_hand_designated_destination_survives_reconciliation
un_destino_que_cabe_y_confina_no_dice_nada	a_destination_that_fits_and_stays_confined_says_nothing
un_destino_que_nadie_pidio_no_hace_nada	a_destination_nobody_asked_for_does_nothing
un_destino_que_no_es_una_direccion_deja_el_prompt_abierto	a_destination_that_is_not_an_address_leaves_the_prompt_open
un_destino_que_se_oculta_se_reubica	a_destination_that_hides_gets_relocated
un_destino_sin_carpeta_va_en_la_raiz	a_destination_without_a_folder_goes_at_the_root
un_digito_a_mitad_de_secuencia_es_una_tecla	a_digit_mid_sequence_is_a_key
un_digito_a_mitad_de_secuencia_sigue_siendo_ligable_con_contadores	a_digit_mid_sequence_is_still_bindable_with_counters
un_digito_con_modificador_no_es_un_contador	a_digit_with_a_modifier_is_not_a_counter
un_digito_ligado_con_contadores_es_error_de_carga	a_digit_bound_with_counters_is_a_load_error
un_digito_no_ascii_es_una_tecla_normal_en_los_dos_caminos	a_non_ascii_digit_is_a_normal_key_on_both_paths
un_directorio_bajo_el_cursor_no_se_lee	a_directory_under_the_cursor_is_not_read
un_directorio_de_plugin_no_utf8_llega_marcado_y_sin_falso_positivo	a_non_utf8_plugin_directory_arrives_flagged_and_without_a_false_positive
un_directorio_explicito_gana_a_la_sesion_en_el_panel_activo	an_explicit_directory_wins_over_the_session_in_the_active_pane
un_directorio_no_es_un_daemon	a_directory_is_not_a_daemon
un_directorio_que_no_existe_se_dice_pronto	a_directory_that_does_not_exist_is_reported_early
un_drop_abre_el_mismo_modal_que_la_tecla_de_copiar	a_drop_opens_the_same_modal_as_the_copy_key
un_escape_partido_entre_dos_trozos_se_reconoce	an_escape_split_across_two_chunks_is_recognized
un_espejo_archiva_los_dos_rellenos	a_mirror_archives_both_fills
un_favorito_roto_sale_en_la_lista_y_no_navega	a_broken_favorite_shows_in_the_list_and_does_not_navigate
un_fichero_del_usuario_gana_al_preset_del_mismo_nombre	a_user_file_wins_over_the_preset_of_the_same_name
un_fichero_roto_avisa_y_cae_al_preset	a_broken_file_warns_and_falls_back_to_the_preset
un_fichero_roto_cae_al_preset_avisando	a_broken_file_falls_back_to_the_preset_with_a_warning
un_fichero_utf16_se_reconoce_como_tal	a_utf16_file_is_recognized_as_such
un_fijo_por_debajo_del_minimo_de_su_kind_se_respeta	a_fixed_size_below_its_kinds_minimum_is_respected
un_fijo_que_es_un_listado_no_es_cromo	a_fixed_slot_that_is_a_listing_is_not_chrome
un_fijo_se_lleva_lo_suyo_y_los_pesos_el_resto	a_fixed_one_takes_its_share_and_the_weighted_ones_take_the_rest
un_flag_desconocido_no_se_traga	an_unknown_flag_is_not_swallowed
un_foco_que_ya_no_se_ve_cae_al_primer_visible	a_focus_that_is_no_longer_visible_falls_back_to_the_first_visible
un_follow_a_un_hueco_que_no_existe_degrada_a_active	a_follow_to_a_slot_that_does_not_exist_degrades_to_active
un_follow_al_rol_active_sigue_al_foco	a_follow_to_the_active_role_follows_focus
un_formato_que_kitty_no_coloca_no_manda_a_aprobar_nada	a_format_kitty_cannot_place_does_not_send_anything_for_approval
un_frame_normal_no_caduca_el_gesto	a_normal_frame_does_not_expire_the_gesture
un_gobierno_fallido_vuelve_a_preguntar_al_core	a_failed_governance_check_asks_the_core_again
un_help_md_recortado_sale_como_hallazgo	a_truncated_help_md_comes_out_as_a_finding
un_hijo_fijo_no_baja_de_dos_ni_pasa_de_cien	a_fixed_child_does_not_go_below_two_nor_above_a_hundred
un_hijo_fijo_se_mueve_en_celdas	a_fixed_child_moves_in_cells
un_hijo_ponderado_no_cambia_de_comportamiento	a_weighted_child_does_not_change_behavior
un_hueco_huerfano_del_almacen_se_conserva_en_vez_de_readoptarse	an_orphan_slot_from_the_store_is_preserved_instead_of_being_readopted
un_hueco_oculto_afectado_queda_para_recargar	an_affected_hidden_slot_is_left_to_reload
un_hueco_que_el_layout_no_tiene_no_rompe_la_aplicacion	a_slot_the_layout_does_not_have_does_not_break_the_app
un_hueco_que_espera_dice_a_donde_va	a_waiting_slot_says_where_it_is_going
un_hueco_que_pide_secreto_al_restaurar_lo_dice_y_no_finge_vacio	a_slot_that_asks_for_a_secret_on_restore_says_so_and_does_not_fake_empty
un_hueco_ya_sembrado_no_se_vuelve_a_sembrar	an_already_seeded_slot_is_not_seeded_again
un_informe_a_medias_no_abre_veredicto	a_partial_report_does_not_open_a_verdict
un_intercambio_de_panes_a_mitad_de_un_arrastre_se_lleva_el_gesto	swapping_panes_mid_drag_carries_the_gesture_along
un_intercambio_no_cosecha_la_busqueda_viva	a_swap_does_not_harvest_the_live_search
un_kind_desconocido_conserva_sus_params	an_unknown_kind_preserves_its_params
un_kind_desconocido_se_coloca_pero_no_toma_foco	an_unknown_kind_is_placed_but_does_not_take_focus
un_kind_desconocido_viaja_en_el_layout	an_unknown_kind_travels_in_the_layout
un_kind_exigente_no_vacia_la_pantalla_de_cromo	a_demanding_kind_does_not_empty_the_screen_of_chrome
un_kind_fuera_del_registro_no_es_un_error	a_kind_outside_the_registry_is_not_an_error
un_kind_sin_ese_rol_no_es_candidato	a_kind_without_that_role_is_not_a_candidate
un_layout_escrito_se_vuelve_a_leer	a_written_layout_is_read_back
un_layout_incoherente_no_llega_a_pintarse	an_incoherent_layout_never_gets_painted
un_layout_que_no_esta_lo_dice_por_su_nombre	a_missing_layout_is_reported_by_its_name
un_layout_que_trae_el_sidebar_lo_arranca_con_los_favoritos	a_layout_that_brings_the_sidebar_starts_it_with_the_favorites
un_layout_sin_listado_no_llega_a_aplicarse	a_layout_without_a_listing_never_gets_applied
un_listado_adoptado_llega_con_la_fila_de_subir	an_adopted_listing_arrives_with_the_parent_row
un_listado_en_una_pestana_oculta_cuenta	a_listing_in_a_hidden_tab_counts
un_listado_vacio_dice_que_no_hay_nada	an_empty_listing_says_there_is_nothing
un_lote_por_encima_del_tope_se_rechaza_entero	a_batch_above_the_cap_is_rejected_whole
un_lote_recortado_lo_dice	a_trimmed_batch_says_so
un_menu_abierto_es_dueno_del_teclado	an_open_menu_owns_the_keyboard
un_modal_abierto_a_mitad_de_un_arrastre_se_lleva_el_gesto	a_modal_opened_mid_drag_carries_the_gesture_along
un_modal_se_pinta_sobre_el_viewer	a_modal_paints_over_the_viewer
un_modo_de_carpetas_invalido_no_se_traga	an_invalid_folder_mode_is_not_swallowed
un_modo_invalido_no_cambia_nada	an_invalid_mode_changes_nothing
un_movimiento_enorme_no_desborda	a_huge_movement_does_not_overflow
un_nombre_con_directorio_se_juzga_contra_su_propia_ruta	a_name_with_a_directory_is_judged_against_its_own_path
un_nombre_con_ruta_dentro_se_rechaza	a_name_with_a_path_inside_it_is_rejected
un_nombre_con_salto_de_linea_no_inyecta_una_entrada	a_name_with_a_newline_does_not_inject_an_entry
un_nombre_de_layout_que_no_es_utf8_se_busca_igual	a_non_utf8_layout_name_is_looked_up_all_the_same
un_nombre_desconocido_no_cambia_el_arbol	an_unknown_name_does_not_change_the_tree
un_nombre_fuera_del_catalogo_sigue_siendo_error	a_name_outside_the_catalogue_is_still_an_error
un_nombre_inventado_falla_en_la_orden_y_cae_en_la_config	a_made_up_name_fails_on_the_command_line_and_falls_back_to_config
un_nombre_no_utf8_llega_entero	a_non_utf8_name_arrives_whole
un_nombre_que_no_es_utf8_ni_se_pierde_ni_se_confunde	a_non_utf8_name_is_neither_lost_nor_confused
un_nombre_que_no_es_utf8_sobrevive	a_non_utf8_name_survives
un_nombre_que_solo_difiere_en_mayusculas_no_es_el_mismo_fichero	a_name_that_only_differs_in_case_is_not_the_same_file
un_objetivo_que_no_va_a_llegar_se_suelta	a_target_that_will_never_arrive_is_released
un_orden_inesperado_sigue_siendo_fail_closed	an_unexpected_order_is_still_fail_closed
un_osc_no_pinta_nada	an_osc_paints_nothing
un_panel_cerrado_no_se_pinta_como_un_bloque_encendido	a_closed_panel_is_not_painted_as_a_lit_block
un_panel_consentido_es_un_kind_con_su_prefijo	a_consented_pane_is_a_kind_with_its_prefix
un_panel_de_plugin_no_tiene_boton_en_la_barra	a_plugin_panel_has_no_button_in_the_bar
un_panel_detras_de_una_pestana_no_se_sondea	a_panel_behind_a_tab_is_not_polled
un_perfil_explicito_gana_al_pegajoso	an_explicit_profile_wins_over_the_sticky_one
un_perfil_que_no_carga_deja_todo_como_estaba	a_profile_that_fails_to_load_leaves_everything_as_it_was
un_perfil_que_no_existe_no_arranca	a_profile_that_does_not_exist_does_not_start
un_peso_de_cero_se_sube_a_uno_con_diagnostico	a_weight_of_zero_is_raised_to_one_with_a_diagnostic
un_peso_no_baja_de_su_minimo_si_hay_sitio	a_weight_does_not_go_below_its_minimum_if_there_is_room
un_peso_que_entra_se_mide_contra_sus_hermanos	an_incoming_weight_is_measured_against_its_siblings
un_plan_con_bloqueos_no_se_aprueba	a_plan_with_blockers_is_not_approved
un_plan_que_borra_pregunta_dos_veces	a_plan_that_deletes_asks_twice
un_plan_que_el_daemon_rechaza_no_deja_nada_pendiente	a_plan_the_daemon_rejects_leaves_nothing_pending
un_plan_sin_leer_no_se_aprueba	an_unread_plan_is_not_approved
un_prefijo_de_unidad_no_es_un_nombre	a_drive_prefix_is_not_a_name
un_preset_completo_siembra_el_estado_de_cada_hueco	a_complete_preset_seeds_every_slots_state
un_preset_de_fabrica_se_aplica_sin_fichero_ninguno	a_factory_preset_applies_with_no_file_at_all
un_preset_no_puede_repinar_tab	a_preset_cannot_rebind_tab
un_preset_sigue_yendo_por_su_nombre	a_preset_is_still_looked_up_by_its_name
un_previewer_de_plugin_no_esconde_que_los_bytes_son_imagen	a_plugin_previewer_does_not_hide_that_the_bytes_are_an_image
un_punto_o_un_espacio_al_final_no_es_un_nombre	a_trailing_dot_or_space_is_not_a_name
un_refresco_no_pisa_una_navegacion_en_vuelo	a_refresh_does_not_stomp_on_an_in_flight_navigation
un_release_que_se_comio_otro_pump_no_deja_el_gesto_armado	a_release_that_swallowed_another_pump_does_not_leave_the_gesture_armed
un_renamer_que_rehusa_dice_por_que_en_la_barra	a_renamer_that_refuses_says_why_in_the_bar
un_replay_o_un_seed_no_cuentan_como_visita	a_replay_or_a_seed_does_not_count_as_a_visit
un_run_hostil_es_error_de_carga_jamas_una_indisponibilidad	a_hostile_run_is_a_load_error_never_an_unavailability
un_selector_cancelado_viaja_como_null	a_canceled_selector_travels_as_null
un_sobre_futuro_no_se_interpreta	a_future_envelope_is_not_interpreted
un_split_con_un_hijo_fijo_no_colapsa	a_split_with_a_fixed_child_does_not_collapse
un_split_que_no_cabe_colapsa_a_pestanas_sin_tocar_el_arbol	a_split_that_does_not_fit_collapses_to_tabs_without_touching_the_tree
un_subshell_vive_entre_dos_ordenes	a_subshell_lives_between_two_commands
un_tema_que_no_carga_deja_el_de_fabrica	a_theme_that_fails_to_load_leaves_the_factory_one
un_volumen_que_no_contesta_no_inventa_una_alarma	a_volume_that_does_not_answer_does_not_invent_an_alarm
un_volumen_sin_espacio_conserva_el_none	a_volume_without_space_preserves_the_none
una	one
una_accion_desconocida_se_rechaza	an_unknown_action_is_rejected
una_capa_de_usuario_no_puede_encender_los_contadores	a_user_layer_cannot_turn_on_the_counters
una_capa_de_usuario_rebindea_dialog_y_dialog_action_lo_obedece	a_user_layer_rebinds_dialog_and_dialog_action_obeys_it
una_capa_de_usuario_tampoco_puede_tomar_tab	a_user_layer_cannot_take_tab_either
una_carpeta_bajo_una_nueva_nunca_es_existente	a_folder_under_a_new_one_is_never_existing
una_carpeta_manda_a_comparar_directorios	a_folder_sends_to_compare_directories
una_carpeta_que_ya_existe_no_se_pinta_como_nueva	a_folder_that_already_exists_is_not_painted_as_new
una_clave_rsa_de_1024_se_rechaza_aunque_allow_rsa_este_puesto	a_1024_bit_rsa_key_is_rejected_even_with_allow_rsa_set
una_colision_llega_al_tablero_como_fallo	a_collision_arrives_at_the_board_as_a_failure
una_comparacion_cancelada_por_un_tercero_no_finge_estar_completa	a_comparison_canceled_by_a_third_party_does_not_pretend_to_be_complete
una_conexion_ilegible_no_esconde_a_las_demas_en_la_ventana	an_unreadable_connection_does_not_hide_the_others_in_the_window
una_copia_en_marcha_se_cancela	a_copy_in_progress_can_be_canceled
una_copia_que_choca_se_puede_reintentar_con_otra_politica	a_copy_that_collides_can_be_retried_with_another_policy
una_copia_que_nace_terminal_tambien_relista	a_copy_born_terminal_also_relists
una_disposicion_sin_el_panel_devuelve_el_teclado	a_layout_without_the_panel_returns_the_keyboard
una_etiqueta_no_utf8_sobrevive_como_bytes	a_non_utf8_label_survives_as_bytes
una_fila_en_vuelo_es_activa	an_in_flight_row_is_active
una_fuente_ya_filtrada_no_se_vuelve_a_filtrar	an_already_filtered_source_is_not_filtered_again
una_hoja_oculta_no_produce_objetivo	a_hidden_sheet_produces_no_target
una_lectura_denegada_pinta_el_motivo_y_no_abre_modal	a_denied_read_paints_the_reason_and_does_not_open_a_modal
una_lectura_no_cuenta_como_cambio	a_read_does_not_count_as_a_change
una_linea_a_medias_no_se_ejecuta	a_half_typed_line_is_not_executed
una_linea_que_no_se_entendio_impide_cantar_verde	a_line_that_was_not_understood_prevents_calling_it_green
una_miniatura_jpeg_se_descarta	a_jpeg_thumbnail_is_discarded
una_miniatura_png_se_coloca	a_png_thumbnail_is_placed
una_miniatura_webp_se_descarta	a_webp_thumbnail_is_discarded
una_pestana_inactiva_va_a_hidden_no_a_placements	an_inactive_tab_goes_to_hidden_not_to_placements
una_pestana_nueva_entra_en_el_grupo_mas_interior	a_new_tab_enters_the_innermost_group
una_pestana_nueva_nace_llena_y_en_el_mismo_sitio	a_new_tab_is_born_full_and_in_the_same_place
una_pestana_oculta_conserva_lo_suyo	a_hidden_tab_keeps_its_own
una_peticion_nueva_repinta_el_panel_y_no_mueve_la_seleccion	a_new_request_repaints_the_panel_and_does_not_move_the_selection
una_plantilla_imposible_se_rechaza_antes_de_pedir_plan	an_impossible_template_is_rejected_before_requesting_a_plan
una_rama_de_otra_pintada_no_navega	a_branch_from_another_painted_one_does_not_navigate
una_respuesta_vieja_no_pisa_el_marco_de_ahora	an_old_response_does_not_stomp_on_the_current_frame
una_ruta_larga_no_desborda_la_fila	a_long_path_does_not_overflow_the_row
una_ruta_que_no_es_local_no_se_abre	a_path_that_is_not_local_does_not_open
una_ruta_tecleada_que_no_parsea_se_dice	a_typed_path_that_does_not_parse_is_reported
una_seccion_asincrona_se_sustituye_no_se_acumula	an_async_section_replaces_it_does_not_accumulate
una_seccion_que_llega_tarde_no_mueve_el_cursor	a_section_that_arrives_late_does_not_move_the_cursor
una_seccion_vacia_no_pinta_cabecera	an_empty_section_paints_no_header
una_siembra_bajo_el_root_no_revienta_el_listado	seeding_under_the_root_does_not_blow_up_the_listing
una_sugerencia_ocupada_se_cualifica_con_el_padre	a_taken_suggestion_is_qualified_with_the_parent
una_tecla_no_disponible_resuelve_a_unavailable	an_unavailable_key_resolves_to_unavailable
una_tecla_reatada_contesta_el_dialogo	a_rebound_key_answers_the_dialog
una_tecla_sin_binding_limpia_el_contador	a_key_without_a_binding_clears_the_counter
una_tool_abandonada_cancela_el_walk_del_daemon	an_abandoned_tool_cancels_the_daemons_walk
una_ventana_suelta_no_escribe_y_vuelve_a_preguntar	a_detached_window_does_not_write_and_asks_again
una_zona_no_puede_nombrar_un_comando_fuera_de_su_alcance	a_zone_cannot_name_a_command_outside_its_scope
undo_en_curso	undo_in_progress
undo_limpio	undo_clean
undock_es_close_slot_y_devuelve_el_arbol_de_antes	undock_is_close_slot_and_returns_the_previous_tree
unidad	unit
uno	one
usado	used
usuario	user
v_hostil	v_hostile
vacia	empty
vaciar_conserva_el_punto_de_salto_y_el_tope	clearing_preserves_the_jump_point_and_the_cap
vaciar_historia	clear_history
vacio	empty
vacio_no_esta_activo	empty_is_not_active
vacios	empty
validated_suffix_contiene_lo_hostil	validated_suffix_contains_the_hostile_part
valores	values
valores_de_columna	column_values
variables_de_la_hoja	sheet_variables
variante	variant
variante_clara	variant_clara
variante_oscura	variant_oscura
veces	times
ventana	window
verbo	verb
verbo_de_dialogo	dialog_verb
verbos	verbs
veredicto	verdict
veredicto_ok	verdict_ok
veredictos_pedidos	verdicts_pedidos
verificar	verify
victima	victim
viejo	old
viewer_miniatura_ajena	viewer_thumbnail_foreign
viewer_pinta_indicador_via_plugin_y_sus_lineas	viewer_paints_indicator_via_plugin_and_its_lines
viewer_preview_lossy_pinta_el_aviso	viewer_preview_lossy_paints_the_warning
viewer_preview_styled_role_gana_a_fg_y_pinta_del_tema	viewer_preview_styled_role_wins_over_fg_and_paints_from_the_theme
vigencia	validity
visibles	visible
visita_pendiente	visita_pending
visitados	visited
visor_abierto	visor_open
visor_columnas	visor_columns
visor_de_referencia	reference_viewer
visor_en_vuelo	viewer_in_flight
visor_filas	visor_rows
vista_agentes	vista_agents
vista_ajustes	vista_settings
vista_asistente	vista_wizard
vista_ayuda	vista_help
vista_barra_de_paneles	view_pane_bar
vista_botones_de_disposicion	view_layout_buttons
vista_busqueda	vista_search
vista_columnas	vista_columns
vista_comparacion	vista_comparison
vista_de_linea	timeline_view
vista_de_mapa	map_view
vista_disposiciones	vista_layouts
vista_elementos_de_estado	status_items_view
vista_extensiones	vista_extensions
vista_organizar	vista_organize
vista_paleta	vista_palette
vista_perfiles	vista_profiles
vista_sincronizacion	vista_sync
vista_tema	vista_theme
vistas_de_dialogos	dialog_views
visto	seen
visto_hasta	seen_until
vocabulario	vocabulary
volumen	volume
volumen_de_disco	disk_volume
volumen_de_sobra	spare_volume
volumen_lleno	volume_full
volumen_mudo	volume_mudo
volumenes	volumes
volumenes_de_lado	side_volumes
volumenes_pedidos	volumes_pedidos
volumenes_pie	volumes_pie
vpath_de_ruta_nativa	vpath_from_native_path
vpath_invalido_es_error_de_tool_local	invalid_vpath_is_a_local_tool_error
vuelta	return_
watch_targets_sigue_a_los_panes_tras_el_intercambio	watch_targets_follows_the_panes_after_the_swap
watcher_nativo_detecta_escritura	native_watcher_detects_a_write
whitespace_en_extremos_se_rechaza_no_se_renombra	whitespace_at_the_ends_is_rejected_it_does_not_rename
without_node_ids_devuelve_none	without_node_ids_returns_none
write_sobre_existente_conflict_al_abrir	write_over_existing_conflicts_on_open
x_razon	x_reason
ya_colocada	ya_placed
zip_deflate_declara_tamanos_reales	zip_deflate_declares_real_sizes
zona	zone
zona_de_panel_en	pane_zone_in
zona_puede	zone_can
zonas	zones
